contrato_ant	Contracte Ant.	fases	contrato_ant
musaat.cobertura_fecha_alta	Cobertura Data Alta	musaat	cobertura_fecha_alta
musaat.cobertura	Cobertura	musaat	cobertura
musaat.cober_muer	Cober. Mort	musaat	cober_muer
musaat.cober_inval	Cober. Inval.	musaat	cober_inval
musaat.cob_muerte	Cob. Mort	musaat	cob_muerte
musaat.cob_invalidez	Cob. Invalidesa	musaat	cob_invalidez
musaat.cob_exceso	Cob. Excés	musaat	cob_exceso
musaat.bonus_malus	Bonus Malus	musaat	bonus_malus
musaat.bonus_m	Bonus M	musaat	bonus_m
musaat.asistencia	Assistència	musaat	asistencia
musaat.alta_tasadores	Alta Taxadors	musaat	alta_tasadores
musaat.alta_src	Alta S.R.C	musaat	alta_src
musaat.alta_peritos	Alta Perits	musaat	alta_peritos
musaat.alta_exceso	Alta Excés	musaat	alta_exceso
musaat.alta	Alta	musaat	alta
musaat.coef_zona_musaat	Coef. zona Musaat	musaat	coef_zona_musaat
musaat.poliza_plus	Pòlissa Plus	musaat	poliza_plus
n_csd_impresion.-11	No s'ha especificat cap nom de fitxer	n_csd_impresion	-11
n_csd_impresion.-10	No s'ha pogut generar l'entrada per a la web. No existeix la referència	n_csd_impresion	-10
n_csd_impresion.-09	No s'ha pogut firmar el fitxer PDF	n_csd_impresion	-09
n_csd_impresion.-08	No s'ha pogut crear el directori correctament	n_csd_impresion	-08
n_csd_impresion.-07	No ha especificat cap adreça de correu	n_csd_impresion	-07
n_csd_impresion.-06	No ha especificat una ruta vàlida per a generar el document pdf o no es té accé a la unitat	n_csd_impresion	-06
n_csd_impresion.-05	La referència del document NO es correcta	n_csd_impresion	-05
n_csd_impresion.-04b	NO té instal.lada la impresora de generació de PDF.~~r~~nConsulte amb l'administrador del sistema	n_csd_impresion	-04b
n_csd_impresion.-04	Hi ha hagut problemes a l'hora de generar el pdf	n_csd_impresion	-04
n_csd_impresion.-03	Hi ha hagut algún problema durant l'enviament del mail~~r~~nConsulte amb l'administrador del sistema	n_csd_impresion	-03
n_csd_impresion.-02	La sessió NO ha sigut iniciada correctament	n_csd_impresion	-02
n_csd_impresion.-01	El format de l'informe especificat NO es vàlid	n_csd_impresion	-01
n_csd_impresion.+04	S'ha generat el document %s.pdf en la carpeta %s	n_csd_impresion	+04
n_csd_impresion.+03	El missatge ha sigut enviat correctament	n_csd_impresion	+03
nif.letra_mal	Lletra del NIF incorrecta. Es posarà la correcta.	nif	incorrecto
Nueva. PLanta	Nova Planta	Nueva	PLanta
pdf.web	Permetre visualitzar desde la web	pdf	visualizar_web
pdf.previsualizar	Previsualitzar el pdf generat	pdf	previsualizar_pdf
pdf.firmar	Firmar el PDF després de generar	pdf	firmar
permaat.tipo_mutualista	Tipus Mutualista	permaat	tipo_mutualista
permaat.sit_premaat	Situació PREMAAT	permaat	sit_premaat
permaat.n_mutualista	Nom. Mutua	permaat	n_mutualista
permaat.f_pasivo	Data Passiu	permaat	f_pasivo
pfc.test_validacion	La informació introduïda no passa el test de validació i ha de ser corregida abans de que es guarden els canvis.~r~n~r~nVol sortir sense guardar?	pfc	pfc.test_validacion
pfc.closequery_savechanges	Vol guardar els canvis?	pfc	pfc.closequery_savechanges
premaat.valores-defecto	De moment els posarem valors per defecte, però no s'ha d'engegar si es llegix aquest missatge!!!	premaat	valores-defecto
premaat.valor_numerico	Ha d'especificar un valor numèric	premaat	valor_numerico
premaat.valor_gr_basico	Ha d'especificar un valor en el camp Gr. Bàsic	premaat	valor_gr_basico
premaat.valor_gr_2000h	Ha d'especificar un valor en el camp Gr. 2000 Home	premaat	valor_gr_2000h
premaat.valor_gr_2000d	Ha d'especificar un valor en el camp Gr. 2000 Dona	premaat	valor_gr_2000d
premaat.valor_gr_2000_comple	Ha d'especificar un valor en el camp Gr. Comple 1	premaat	valor_gr_2000_comple
premaat.valor_gr_2000_ahorro	Ha d'especificar un valor en el camp Mod. Estalvis 2000	premaat	valor_gr_2000_ahorro
premaat.valor_anyo	Ha d'especificar un valor en el camp Any	premaat	valor_anyo
premaat.vacia_fila_col	Les següents files tenen buida la columna "Nº col·legiat", no podrà guardar les dades fins que corregeixi aquesta situació	premaat	vacia_fila_col
premaat.tranf_proc	No hi ha transferències per a processar	premaat	tranf_proc
premaat.tipo_prestacion	Tipus Població	premaat	tipo_prestacion
premaat.tipo_mutualista	Tipus Mutualista	premaat	tipo_mutualista
premaat.tipo_benef	Tipus Beneficiari	premaat	tipo_benef
premaat.talones_procesar	No hi han talons per a processar	premaat	talones_procesar
premaat.talon_inicial	Ha d'especificar un nombre de taló inicial	premaat	talon_inicial
premaat.sit_premaat	Situació PREMAAT	premaat	sit_premaat
premaat.si_premaat	Situació PREMAAT	premaat	si_premaat
premaat.prestacionses	Prestacions	premaat	prestacionses
premaat.prestaciones	Prestacions	premaat	prestaciones
premaat.pmp_sabana	Importació de Sabana	premaat	pmp_sabana
premaat.pago_unico_todas_prestaciones	Pagament únic per a totes les prestacions	premaat	pago_unico_todas_prestaciones
premaat.pago_prestaciones	PAGAMENT PRESTACIONS PREMAAT	premaat	pago_prestaciones
premaat.pago_prest	PAGAMENT PREST. PREMAAT	premaat	pago_prest
premaat.otros_datos	Altres Dades	premaat	otros_datos
premaat.n_mutualista	Nom. Mutualista	premaat	n_mutualista
premaat.n_mut	Nom. Mut.	premaat	n_mut
premaat.n_col	N. Col	premaat	n_col
premaat.msg_pres_tipo	Prestacions: Indiqui el tipus de prestació	premaat	msg_pres_tipo
premaat.msg_pres_importe	Prestacions: Indiqui l l'import	premaat	msg_pres_importe
premaat.msg_pres_f_cobro	Prestacions: Indiqui la forma de cobrament	premaat	msg_pres_f_cobro
premaat.msg_grupo2000_basico_dom	Pertany al grup 2000 i no està domiciliat, se li generarà una domiciliació	premaat	msg_grupo2000_basico_dom
premaat.msg_grupo_comp1_basico_dom	Pertany al grup complementari primer i no està domiciliat, se li generarà una domiciliació	premaat	msg_grupo_comp1_basico_dom
premaat.msg_grupo_comp_basico_dom	Pertany al grup complementari i no està domiciliat, se li generarà una domiciliació	premaat	msg_grupo_comp_basico_dom
premaat.msg_grupo_basico_dom	Pertany al grup bàsic i no està domiciliat, se li generarà una domiciliació	premaat	msg_grupo_basico_dom
premaat.msg_forma_pago	Domiliacions: Indiqui la forma de pagament	premaat	msg_forma_pago
premaat.msg_fin_proceso	Fi del Proces...	premaat	msg_fin_proceso
premaat.msg_dom_forma_pago	Domiliacions: Indique la forma de pagament	premaat	msg_dom_forma_pago
premaat.msg_dom_cuotacomp_dom	Té domiciliada la quota 2000 i no pertany a ella,~~r Es perdrà aquesta domiciliació	premaat	msg_dom_cuotacomp_dom
premaat.msg_dom_cuota2000_dom	Té domiciliada la quota 2000 i no pertany a ella, Es perdrà aquesta domiciliació	premaat	msg_dom_cuota2000_dom
premaat.msg_dom_cuota_dom	Té domiciliada la quota bàsica i no pertany a ella, Es perdrà aquesta domiciliació	premaat	msg_dom_cuota_dom
premaat.msg_dom_concepto_importe	Domiliacions: Indique l'import	premaat	msg_dom_concepto_importe
premaat.msg_dom_concepto_dom	Domiliacions: Indique elconcepte a domiciliar	premaat	msg_dom_concepto_dom
premaat.msg_datos_defecto	Falta configurar dades per defecte	premaat	msg_datos_defecto
premaat.msg_ben_nif	El Beneficiari ha de tenir un N.I.F	premaat	msg_ben_nif
premaat.modulo_ahorro	Mòdul Estalvi	premaat	modulo_ahorro
premaat.listado_cuotas_premaat_det	Llistat de cuotes de PREMAAT detallat	premaat	listado_cuotas_premaat_det
premaat.listado_col_premaat	Llistat de Col.legiats de PREMAAT	premaat	listado_col_premaat
premaat.listado	Llistat	premaat	listado
premaat.liquidaciones_gen	Liquidacions generades	premaat	liquidaciones_gen
premaat.liq_ya_procesadas	Ha seleccionat liquidacions ja processades: NO S'ACTUALITZARAN DADES.	premaat	liq_ya_procesadas
premaat.liq_pendientes	Les següents liquidacions quedaran pendents:	premaat	liq_pendientes
premaat.liq_pdtes_talones	Recordi que no totes les liquidacions estan pendents, pel que aquest procés NOMÉS imprimeix talons. NO S'ACTUALITZESSIN DADES!!	premaat	liq_pdtes_talones
premaat.liq_fuera_ejer	Alguna de les dates de les liquidacions no corresponen a l'exercici actual, pel que es cancel·la el procés de comptabilització	premaat	liq_fuera_ejer
premaat.imprimir_listado_final_pagos	Imprimir llistat final pagaments	premaat	imprimir_listado_final_pagos
premaat.imp_list_trans_gen	IMPRESION DEL LLISTAT DE TRANSFERÈNCIES GENERADES	premaat	imp_list_trans_gen
premaat.imp_excel	Importació Excel	premaat	imp_excel
premaat.grupo_basico	Grup Bàsic	premaat	grupo_basico
premaat.grupo_2000	Grup 2000	premaat	grupo_2000
premaat.generacion_cuotas_fichas	Només es generaran les quotes de aquelllos col·legiats que estiguin d'alta tant en la fitxa col·legial com en PREMAAT....	premaat	generacion_cuotas_fichas
premaat.ficha_premaat	Dades de la Fitxa de PREMAAT que discrepen amb les domiciliacions	premaat	ficha_premaat
premaat.err_gen_pres	Error generant les prestacions de PREMAAT	premaat	err_gen_pres
premaat.duplicar_conceptos	No es poden duplicar conceptes	premaat	duplicar_conceptos
premaat.dom_premaat	Dades de la Fitxa de PREMAAT que discrepen amb les domiciliacions	premaat	dom_premaat
premaat.definir_variables	Cal definir les següents variables per a poder comptabilitzar:	premaat	definir_variables
premaat.cuotas	Quotes	premaat	cuotas
premaat.cta_incorrecta	Compte Bancari Incorrecte en la línea nombre	premaat	cta_incorrecta
premaat.contabilizar_pagos	Comptabilitzar Pagaments	premaat	contabilizar_pagos
premaat.contabilizando_pagos	Comptabilitzant pagaments	premaat	contabilizando_pagos
premaat.complemento2	Complement 2	premaat	complemento2
premaat.complemento1	Complement 1	premaat	complemento1
premaat.complementario_1	Complementari 1er	premaat	complementario_1
premaat.borrar_cuotas	S'eliminaran les quotes anteriors, Desitja actualitzar les quotes?	premaat	borrar_cuotas
premaat.borra_prestaciones_unicas_final	Eliminar Prestacions úniques al final del proces	premaat	borra_prestaciones_unicas_final
premaat.bonificaciones	Bonificacions	premaat	bonificaciones
premaat.beneficiarios	Beneficiaris	premaat	beneficiarios
premaat.beneficiario	Beneficiari	premaat	beneficiario
premaat.bancos_sin_cuenta	Hi ha bancs sense el compte comptable definida. Es produiran errors en el procés	premaat	bancos_sin_cuenta
premaat.banco_pago	Ha d'especificar un Camp de Pagaments	premaat	banco_pago
premaat.aplicar_paga_extra	Aplicar Paga Extra	premaat	aplicar_paga_extra
premaat.actualizar_liq_ya_procesadas	Si desitja actualitzar dades seleccioni només liquidacions pendents	premaat	actualizar_liq_ya_procesadas
premat.modulo_ahorro	1er Mòdul Estalvis	premat	modulo_ahorro
reg_es.salida	Sortida	reg_es	salida
reg_es.f_salida	Data Sortida	reg_es	f_salida
reg_es.transporte	Transport	reg_es	transporte
reg_es.tipo_persona	Tipus Persona	reg_es	tipo_persona
reg_es.tipo_comunicado	Tipus Comunicat	reg_es	tipo_comunicado
reg_es.tipo	Tipus	reg_es	tipo
reg_es.texto	Text	reg_es	texto
reg_es.serie	Sèrie	reg_es	serie
reg_es.remitente	Remitent	reg_es	remitente
reg_es.registro_venc_sal	Registres de Sortida per Data de Venciment	reg_es	registro_venc_sal
reg_es.registro_venc_ent	Registres d'Entrada per Data de Venciment	reg_es	registro_venc_ent
reg_es.registro_S	Registres de Sortida	reg_es	registro_S
reg_es.registro_ref	Registre Ref.	reg_es	registro_ref
reg_es.registro_fecha_S	Registres de Sortida per Data	reg_es	registro_fecha_S
reg_es.registro_fecha_ES	Registres d'Entrada per Data	reg_es	registro_fecha_ES
reg_es.registro_ES	Registres d'Entrada	reg_es	registro_ES
reg_es.registro	Registre	reg_es	registro
reg_es.poblacion	Població	reg_es	poblacion
reg_es.parametros_busqueda	Paràmetres de recerca	reg_es	parametros_busqueda
reg_es.parametro_completo	Introdueixi el paràmetre complet:	reg_es	parametro_completo
reg_es.oficial	Oficial	reg_es	oficial
reg_es.numero	Nombre	reg_es	numero
reg_es.nombre_anexo	Nom de l'Annex	reg_es	nombre_anexo
reg_es.nombre	Nom	reg_es	nombre
reg_es.nom_activo_teclear	Nom actiu al teclejar:	reg_es	nom_activo_teclear
reg_es.n_registro_referencia	Nº Registre Referència	reg_es	n_registro_referencia
reg_es.n_registro_bis	Nº Registre Bis	reg_es	n_registro_bis
reg_es.n_registro_activo_teclear	Nª registre actiu al teclejar:	reg_es	n_registro_activo_teclear
reg_es.n_registro	Nº Registre	reg_es	n_registro
reg_es.marca	Marca	reg_es	marca
reg_es.interno	Intern	reg_es	interno
reg_es.hasta	Fins a	reg_es	hasta
reg_es.fecha_escrito	Data Escrit	reg_es	fecha_escrito
reg_es.fecha	Data	reg_es	fecha
reg_es.f_vencimiento	D. Venciment	reg_es	f_vencimiento
reg_es.f_resgitro	Data Registre	reg_es	f_resgitro
reg_es.f_escrito	Data Escrit	reg_es	f_escrito
reg_es.expediente_act	Expedient/Act	reg_es	expediente_act
reg_es.destinatario	Destinatari	reg_es	destinatario
reg_es.desde	Desde	reg_es	desde
reg_es.delegacion	Delegació	reg_es	delegacion
reg_es.cumplimentado	Emplenat	reg_es	cumplimentado
reg_es.control	Control	reg_es	control
reg_es.codigo	Codi	reg_es	codigo
reg_es.cod_pos	C.P	reg_es	cod_pos
reg_es.celda	Cel·la	reg_es	celda
reg_es.buscar	Cerca	reg_es	buscar
reg_es.asunto	Assumpte	reg_es	asunto
reg_es.archivo_documentos	Arxiu de Documents	reg_es	archivo_documentos
reg_es.apellido_sociedad_activo_teclear	Cognom/Societat actiu al teclejar:	reg_es	apellido_sociedad_activo_teclear
reg_es.anexo	Annexos	reg_es	anexo
reg_es.almacen	Magatzem	reg_es	almacen
reg_es.acuse_recibo	Justifiqui recepció	reg_es	acuse_recibo
registro.n_registro	Nombre Registre	registro	n_registro
seguridad.fallo_escritura	No té permís per a modificar les dades	seguridad	escritura_no_permitida
seguridad.fallo_acceso	No es permet l'accés	seguridad	acceso_no_permitido
traduccion.traduccion	Traducció	traduccion	traduccion
traduccion.tag	Tag	traduccion	tag
traduccion.modulo	Mòdul	traduccion	modulo
busqueda.parametro_activo	Paràmetre actiu al teclejar	w_busqueda	texto_parametro_activo
busqueda.parametro	Introduisca el paràmetre complet	w_busqueda	texto_parametro
w_csd_impresion.serie_vacia	La serie del registre de sortida no pot ser buida	w_csd_impresion	serie vacia
w_csd_impresion.serie_inexistente	La serie seleccionada no existeix. Consulte amb el departament d'informàtica per a la seua creació	w_csd_impresion	serie no exite
w_csd_impresion.opciones	Opcions d'impresió	w_csd_impresion	opciones
w_csd_impresion.nombre_archivo	Ha d'especificar un nom d'arxiu	w_csd_impresion	nombre_archivo
w_csd_impresion.mail	Ha d'especificar una adreça d'e-mail	w_csd_impresion	e-mail
w_csd_impresion.formato	Ha de seleccionar almenys un format	w_csd_impresion	formato
w_csd_impresion.asunto	Ha d'especificar un assumpte per a l'e-mail	w_csd_impresion	asunto email
Opciones de Impresión	Opcions d'impresió	w_csd_impresion	opciones
Generar Registro Salida	Generar Registre de Sortida	w_csd_impresion	generar%registro
Copias	Còpies	w_csd_print	copias
Intervalo de páginas	Interval de pàgines	w_csd_print	intervalo
w_detalle.no_posteriores	No hi ha files posteriors a aquesta	w_detalle	mensaje filas posteriores
w_detalle.no_anteriores	No hi ha files anteriors a aquesta	w_detalle	mensaje filas anteriores
m_dw.selec_todo	Selecciona-ho Tot	w_dw	seleccionar todo
lista.registros	Registres	w_lista	registros
error.salir	Sortir del Programa	w_system_error	salir
error.objeto	Objecte	w_system_error	objeto
error.numero	Número de Error	w_system_error	num_errror
error.mensaje	Missatge de Error	w_system_error	mensaje
error.linea	Línia	w_system_error	linea
error.evento	Event	w_system_error	evento
error.donde	Finestra/Menu	w_system_error	donde
